name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,reach_to_height
Eddie Yagin,16,7,1,170.18,65.77,174.71661691542292,Orthodox,3.13,30.0,5.77,42.0,0.0,0.0,62.0,1.0,1.026657755996139
Karo Parisyan,24,11,0,177.8,77.11,182.88,Orthodox,2.49,41.0,2.19,58.0,5.27,59.0,59.0,1.0,1.0285714285714285
Marco Tulio,10,1,0,182.88,83.91,187.96,Orthodox,3.2,48.0,2.2,52.0,2.0,25.0,0.0,1.0,1.027777777777778
Carlos Mota,8,2,0,162.56,56.7,175.26,Orthodox,0.8,41.0,1.13,54.0,0.0,0.0,50.0,1.0,1.078125
Charles Rosa,14,8,0,175.26,65.77,175.26,Switch,3.08,36.0,3.86,47.0,1.67,35.0,38.0,1.0,1.0
Bobby Cooper,12,7,0,185.42,70.31,190.05953757225436,Orthodox,2.87,25.0,3.4,59.0,0.0,0.0,40.0,1.0,1.0250217752791198
Nayara Maia,7,1,1,165.1,56.7,167.64,Orthodox,0.6,36.0,3.33,43.0,1.0,33.0,0.0,1.0,1.0153846153846153
Oscar Cota,11,3,0,182.88,104.33,182.88,Orthodox,0.33,41.0,2.47,41.0,0.0,0.0,60.0,1.0,1.0
Gabrielle Holloway,6,5,0,160.02,65.77,161.82622222222224,Orthodox,0.7,42.0,3.07,34.0,3.0,35.0,16.0,1.0,1.0112874779541448
Erik Koch,16,6,0,177.8,77.11,180.34,Southpaw,2.33,42.0,2.82,47.0,1.02,42.0,81.0,1.0,1.0142857142857142
Anthony Rocco Martin,17,6,0,182.88,77.11,185.42,Orthodox,2.68,37.0,2.59,58.0,0.71,27.0,68.0,1.0,1.0138888888888888
Gilbert Urbina,7,3,0,190.5,77.11,190.5,Orthodox,6.33,60.0,4.09,47.0,3.96,50.0,0.0,1.0,1.0
Sam Watford,2,2,0,176.93105263157895,70.31,177.8,Orthodox,0.13,18.0,0.73,62.0,2.0,40.0,60.0,1.0,1.0049112202493389
Dylan Budka,7,2,0,182.88,83.91,190.5,Switch,1.47,66.0,0.73,52.0,2.0,28.0,100.0,1.0,1.0416666666666667
Kaleio Romero,6,2,0,177.8,65.77,175.26,Switch,2.6,48.0,3.27,50.0,1.0,8.0,0.0,1.0,0.9857142857142857
Cameron Church,4,1,0,180.34,70.31,182.88,Orthodox,4.0,40.0,4.93,50.0,0.0,0.0,60.0,1.0,1.0140845070422535
Anton Berzin,5,1,0,187.96,92.99,192.34385185185187,Orthodox,4.4,46.0,6.8,67.0,2.0,28.0,0.0,1.0,1.0233233233233234
Jason Gonzalez,11,5,0,187.96,70.31,187.96,Southpaw,3.06,39.0,3.13,58.0,0.0,0.0,30.0,1.0,1.0
Manny Vazquez,11,2,0,177.8,56.7,182.88,Orthodox,1.47,41.0,2.67,48.0,1.0,33.0,0.0,1.0,1.0285714285714285
Jeff Crotty,1,1,0,176.93105263157895,70.31,177.8,Orthodox,0.93,35.0,3.33,54.0,5.0,38.0,0.0,1.0,1.0049112202493389
Sam Greco,3,1,1,187.96,92.99,192.34385185185187,Orthodox,2.4,75.0,1.33,53.0,0.0,0.0,25.0,1.0,1.0233233233233234
Ricco Rodriguez,53,25,0,193.04,120.2,198.9791176470588,Orthodox,1.85,51.0,1.15,61.0,2.3,39.0,40.0,1.0,1.0307662538699691
Jay Hieron,23,7,0,182.88,77.11,190.5,Orthodox,1.66,32.0,1.89,61.0,4.05,60.0,66.0,1.0,1.0416666666666667
Sung Bin Jo,9,1,0,182.88,65.77,182.88,Orthodox,1.4,33.0,2.67,51.0,1.0,33.0,83.0,1.0,1.0
Art Arciniega,15,7,0,172.72,65.77,177.244375,Orthodox,1.53,46.0,2.73,51.0,0.0,0.0,50.0,1.0,1.0261948529411764
Isabela de Padua,5,2,0,160.02,56.7,162.56,Orthodox,1.0,35.0,2.07,50.0,2.0,66.0,0.0,1.0,1.0158730158730158
Lucas Fernando,9,2,0,190.5,83.91,203.2,Orthodox,1.87,51.0,4.73,38.0,3.0,30.0,0.0,1.0,1.0666666666666667
Rafael Silva,28,6,0,170.18,61.23,174.71661691542292,Orthodox,0.67,50.0,0.73,67.0,0.0,0.0,25.0,1.0,1.026657755996139
Hyder Amil,8,0,0,175.26,65.77,177.8,Switch,1.73,52.0,1.47,53.0,0.0,0.0,78.0,1.0,1.0144927536231885
Vaughan Lee,14,13,1,167.64,56.7,167.64,Orthodox,3.47,47.0,2.07,70.0,0.81,33.0,72.0,1.0,1.0
Ryan Healy,25,14,1,185.42,70.31,190.05953757225436,Orthodox,1.67,35.0,3.0,38.0,3.0,50.0,40.0,1.0,1.0250217752791198
Joao Zeferino,21,9,0,180.34,77.11,184.94287292817683,Orthodox,0.83,36.0,2.6,48.0,0.5,5.0,50.0,1.0,1.0255233055793325
Virna Jandiroba,19,3,0,160.02,52.16,162.56,Orthodox,2.34,40.0,3.03,56.0,2.42,39.0,73.0,1.0,1.0158730158730158
Miles McDonald,2,1,0,170.18,52.16,174.71661691542292,Orthodox,5.1,45.0,4.0,43.0,0.0,0.0,100.0,1.0,1.026657755996139
Korey Kuppe,8,4,0,195.58,77.11,195.58,Switch,0.73,73.0,1.33,31.0,0.0,0.0,69.0,1.0,1.0
Patrick Murphy,5,3,0,182.88,77.11,187.28926406926408,Orthodox,3.4,66.0,0.8,42.0,0.0,0.0,50.0,1.0,1.0241101491101492
Nick Diaz,26,10,0,185.42,77.11,193.04,Southpaw,5.71,42.0,3.84,59.0,1.28,32.0,60.0,1.0,1.0410958904109588
Akitoshi Tamura,21,18,2,175.26,61.23,177.8,Orthodox,3.73,43.0,1.94,78.0,0.0,0.0,20.0,1.0,1.0144927536231885
Eric Schambari,15,6,0,180.34,83.91,184.94287292817683,Orthodox,1.43,42.0,1.07,54.0,3.0,42.0,0.0,1.0,1.0255233055793325
Markus Perez,12,5,0,185.42,83.91,185.42,Orthodox,2.6,47.0,3.72,52.0,0.81,25.0,77.0,1.0,1.0
Greg Soto,9,4,0,180.34,77.11,185.42,Orthodox,3.21,63.0,2.61,52.0,1.49,27.0,44.0,1.0,1.028169014084507
Mike French,9,10,0,177.8,65.77,182.0296035242291,Orthodox,0.23,23.0,2.17,42.0,0.0,0.0,22.0,1.0,1.0237885462555065
Karl Amoussou,27,7,2,180.34,83.91,184.94287292817683,Orthodox,1.47,34.0,2.67,54.0,0.0,0.0,25.0,1.0,1.0255233055793325
Luke Rockhold,16,6,0,190.5,83.91,195.58,Southpaw,4.1,49.0,2.68,53.0,0.7,29.0,65.0,1.0,1.0266666666666668
Brett Johns,17,2,0,170.18,61.23,180.34,Orthodox,2.86,49.0,3.84,53.0,4.92,49.0,58.0,1.0,1.0597014925373134
Rogerio Bontorin,16,4,0,165.1,56.7,170.18,Orthodox,2.63,52.0,3.27,50.0,2.9,60.0,51.0,1.0,1.0307692307692309
Chris Mierzwiak,5,3,0,185.42,83.91,190.05953757225436,Orthodox,1.6,61.0,1.73,48.0,2.0,28.0,0.0,1.0,1.0250217752791198
Sergei Kharitonov,26,6,0,182.88,111.13,187.28926406926408,Orthodox,3.9,44.0,3.03,54.0,1.16,53.0,70.0,1.0,1.0241101491101492
Emile Meek,9,5,1,180.34,77.11,187.96,Switch,2.52,39.0,2.53,38.0,0.25,33.0,47.0,1.0,1.0422535211267605
Yoshihiro Akiyama,14,6,0,177.8,77.11,190.5,Orthodox,3.1,41.0,3.62,57.0,2.29,67.0,92.0,1.0,1.0714285714285714
Saul Elizondo,6,8,0,170.18,61.23,174.71661691542292,Orthodox,2.07,30.0,4.93,48.0,2.0,100.0,66.0,1.0,1.026657755996139
Islam Makhachev,25,1,0,177.8,70.31,177.8,Southpaw,2.46,60.0,1.27,61.0,3.17,60.0,90.0,1.0,1.0
Luis Henrique,10,5,0,187.96,110.22,187.96,Orthodox,1.81,43.0,2.22,47.0,3.09,36.0,50.0,1.0,1.0
Ben Nguyen,16,8,0,165.1,56.7,165.1,Switch,3.51,40.0,3.01,59.0,0.25,33.0,63.0,1.0,1.0
Marilia Santos,10,3,0,162.56,56.7,165.6953125,Orthodox,4.4,54.0,4.07,53.0,1.0,100.0,66.0,1.0,1.019287109375
James Hammortree,6,3,0,190.5,83.91,195.41873015873017,Orthodox,1.93,30.0,4.13,44.0,2.0,50.0,100.0,1.0,1.025820105820106
Michael Chiesa,18,7,0,185.42,77.11,190.5,Southpaw,1.87,40.0,1.7,54.0,3.33,50.0,60.0,1.0,1.0273972602739727
Cole Province,6,2,0,175.26,65.77,172.72,Orthodox,1.47,44.0,2.72,43.0,2.4,50.0,83.0,1.0,0.9855072463768116
Ivan Menjivar,25,12,0,167.64,65.77,162.56,Orthodox,2.78,37.0,2.76,65.0,0.56,28.0,38.0,1.0,0.9696969696969698
Joe Duarte,10,4,0,176.93105263157895,70.31,177.8,Orthodox,2.27,38.0,4.0,53.0,3.0,50.0,69.0,1.0,1.0049112202493389
Chris de la Rocha,5,3,0,190.5,113.4,203.2,Orthodox,4.08,45.0,6.37,43.0,2.02,30.0,33.0,1.0,1.0666666666666667
Justin Edwards,9,5,0,177.8,70.31,177.8,Orthodox,2.68,42.0,3.32,51.0,2.14,26.0,27.0,1.0,1.0
DeAnna Bennett,8,3,1,162.56,56.7,172.72,Orthodox,3.13,58.0,3.27,58.0,0.0,0.0,0.0,1.0,1.0625
Mu Bae Choi,12,6,0,187.96,104.33,192.34385185185187,Orthodox,1.55,49.0,3.65,44.0,3.12,75.0,60.0,1.0,1.0233233233233234
Connor Matthews,7,1,0,172.72,65.77,180.34,Switch,5.13,44.0,5.57,55.0,3.5,58.0,50.0,1.0,1.0441176470588236
Chalid Arrab,7,3,0,180.34,92.99,184.94287292817683,Orthodox,1.56,34.0,1.63,56.0,3.05,75.0,37.0,1.0,1.0255233055793325
Lemont Davis,2,6,0,172.72,77.11,177.244375,Orthodox,0.87,54.0,1.27,55.0,1.0,50.0,0.0,1.0,1.0261948529411764
Gilbert Yvel,39,16,1,187.96,102.06,195.58,Orthodox,1.05,47.0,1.78,50.0,0.0,0.0,25.0,1.0,1.0405405405405406
Vitor Petrino,10,0,0,187.96,92.99,195.58,Orthodox,3.07,48.0,2.65,43.0,4.15,70.0,68.0,1.0,1.0405405405405406
Richie Vaculik,10,4,0,167.64,56.7,175.26,Orthodox,3.69,46.0,4.09,57.0,3.0,45.0,31.0,1.0,1.0454545454545454
Demian Maia,28,11,0,185.42,77.11,182.88,Southpaw,1.8,43.0,2.07,63.0,2.49,24.0,61.0,1.0,0.9863013698630138
Phil Caracappa,6,1,0,172.72,61.23,177.8,Orthodox,2.93,50.0,4.07,29.0,1.0,8.0,100.0,1.0,1.0294117647058825
Denis Stojnic,13,3,0,182.88,111.13,187.28926406926408,Orthodox,1.51,23.0,6.06,36.0,0.0,0.0,80.0,1.0,1.0241101491101492
Mike Rio,10,5,0,177.8,70.31,177.8,Orthodox,1.68,39.0,2.99,53.0,2.58,27.0,0.0,1.0,1.0
Cameron Olson,7,3,0,185.42,92.99,190.5,Orthodox,3.13,47.0,2.2,57.0,3.0,42.0,100.0,1.0,1.0273972602739727
Dwight Joseph,5,0,0,167.64,61.23,171.26154838709675,Switch,2.6,52.0,2.87,55.0,1.0,20.0,20.0,1.0,1.0216031280547408
Alex Chambers,5,5,0,160.02,52.16,160.02,Southpaw,2.97,54.0,5.1,50.0,2.31,41.0,53.0,1.0,1.0
Magnus Cedenblad,14,5,0,195.58,83.91,200.66,Orthodox,2.38,51.0,3.02,40.0,2.87,64.0,66.0,1.0,1.025974025974026
Danny Sabatello,9,1,0,177.8,61.23,180.34,Orthodox,2.07,57.0,0.2,25.0,3.0,75.0,100.0,1.0,1.0142857142857142
Jon Tuck,10,5,0,180.34,70.31,185.42,Orthodox,3.0,40.0,3.74,60.0,0.42,33.0,50.0,1.0,1.028169014084507
Stephan Bonnar,15,9,0,193.04,92.99,200.66,Orthodox,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0,1.0394736842105263
Ilima Macfarlane,6,0,0,162.56,56.7,165.6953125,Orthodox,4.13,43.0,2.93,65.0,0.0,0.0,50.0,1.0,1.019287109375
Eric Spicely,12,6,0,185.42,83.91,185.42,Orthodox,3.71,45.0,5.72,55.0,1.31,20.0,75.0,1.0,1.0
Chase Gormley,14,6,0,190.5,120.2,195.41873015873017,Orthodox,3.6,42.0,6.03,44.0,3.12,42.0,0.0,1.0,1.025820105820106
Paige VanZant,8,5,0,162.56,52.16,165.1,Orthodox,3.35,52.0,2.62,42.0,1.27,33.0,34.0,1.0,1.015625
Bruno Assis,8,4,0,187.96,83.91,192.34385185185187,Orthodox,1.27,43.0,3.2,36.0,2.0,50.0,66.0,1.0,1.0233233233233234
Alexandre Pantoja,26,5,0,165.1,56.7,170.18,Orthodox,4.41,48.0,3.81,51.0,1.75,44.0,66.0,1.0,1.0307692307692309
Krzysztof Soszynski,26,12,1,185.42,92.99,195.58,Open Stance,3.37,39.0,3.13,58.0,0.52,25.0,71.0,1.0,1.0547945205479454
Leonardo Guimaraes,11,5,0,182.88,83.91,187.28926406926408,Orthodox,2.35,56.0,2.99,44.0,0.0,0.0,52.0,1.0,1.0241101491101492
Terrance McKinney,15,6,0,177.8,70.31,185.42,Switch,4.46,52.0,2.51,44.0,3.52,36.0,85.0,1.0,1.0428571428571427
Jordan Parsons,11,2,0,175.26,65.77,180.1527188940092,Orthodox,3.29,40.0,2.37,60.0,1.54,21.0,50.0,1.0,1.0279169171174782
Rodney Wallace,26,15,1,175.26,92.99,182.88,Switch,1.13,46.0,3.44,45.0,6.0,54.0,28.0,1.0,1.0434782608695652
Brad Imes,13,7,0,200.66,120.2,203.708,Orthodox,2.73,31.0,4.24,49.0,1.72,71.0,0.0,1.0,1.0151898734177216
David Heath,18,7,0,180.34,92.99,182.88,Orthodox,1.48,30.0,5.16,49.0,0.33,50.0,57.0,1.0,1.0140845070422535
Alexandr Romanov,17,2,0,187.96,118.84,190.5,Southpaw,4.06,52.0,2.2,50.0,4.32,54.0,20.0,0.9,1.0135135135135134
Allan Nascimento,20,6,0,172.72,56.7,175.26,Orthodox,3.21,61.0,2.28,50.0,1.55,26.0,16.0,0.9,1.0147058823529411
Eliot Marshall,10,4,0,187.96,92.99,195.58,Orthodox,1.93,27.0,2.39,67.0,0.47,33.0,79.0,0.9,1.0405405405405406
Warlley Alves,15,7,0,180.34,83.91,182.88,Orthodox,3.25,48.0,4.21,50.0,1.35,50.0,80.0,0.9,1.0140845070422535
Chris Horodecki,21,7,1,175.26,70.31,175.26,Orthodox,4.59,41.0,3.16,65.0,1.52,55.0,37.0,0.9,1.0
AJ Fletcher,10,3,0,177.8,77.11,170.18,Switch,3.36,49.0,4.61,46.0,1.54,35.0,33.0,0.9,0.9571428571428571
Tyson Pedro,10,4,0,190.5,92.99,200.66,Orthodox,3.11,61.0,2.53,54.0,0.94,36.0,52.0,0.9,1.0533333333333332
Lerone Murphy,13,0,1,175.26,65.77,185.42,Orthodox,3.65,50.0,2.4,56.0,1.29,46.0,46.0,0.9,1.0579710144927537
Tagir Ulanbekov,14,2,0,170.18,56.7,177.8,Southpaw,3.35,44.0,3.29,54.0,3.81,42.0,61.0,0.9,1.0447761194029852
Aisling Daly,16,6,0,157.48,52.16,162.56,Orthodox,2.92,52.0,1.4,55.0,2.15,41.0,33.0,0.9,1.032258064516129
JeongYeong Lee,10,1,0,177.8,65.77,185.42,Orthodox,2.39,47.0,1.84,55.0,0.0,0.0,73.0,0.9,1.0428571428571427
Seth Dikun,9,8,0,177.8,61.23,175.26,Orthodox,1.45,26.0,2.18,55.0,0.0,0.0,45.0,0.9,0.9857142857142857
Ben Askren,19,2,0,180.34,77.11,185.42,Orthodox,3.64,49.0,5.66,36.0,4.33,55.0,0.0,0.9,1.028169014084507
Beneil Dariush,22,6,1,177.8,70.31,182.88,Southpaw,3.78,48.0,2.65,57.0,1.9,34.0,80.0,0.9,1.0285714285714285
Luiz Firmino,19,8,0,167.64,69.85,171.26154838709675,Orthodox,1.23,50.0,1.22,51.0,3.86,45.0,20.0,0.9,1.0216031280547408
Gillian Robertson,12,8,0,165.1,52.16,160.02,Orthodox,2.6,45.0,3.21,55.0,2.46,41.0,43.0,0.9,0.9692307692307693
Pete Williams,12,6,0,190.5,106.59,195.41873015873017,Orthodox,0.61,62.0,2.77,40.0,1.84,40.0,16.0,0.9,1.025820105820106
Rameau Thierry Sokoudjou,18,18,0,177.8,92.99,198.12,Orthodox,2.26,45.0,2.61,56.0,1.93,47.0,78.0,0.9,1.1142857142857143
John Hathaway,17,2,0,185.42,77.11,190.5,Orthodox,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9,1.0273972602739727
Cristiano Marcello,13,6,0,175.26,70.31,182.88,Orthodox,2.56,33.0,3.61,58.0,0.44,11.0,20.0,0.9,1.0434782608695652
Antoni Hardonk,8,6,0,193.04,111.13,198.12,Orthodox,3.4,61.0,3.07,46.0,0.0,0.0,40.0,0.9,1.0263157894736843
Matt Serra,11,7,0,167.64,77.11,172.72,Orthodox,1.98,39.0,2.64,46.0,2.05,20.0,38.0,0.9,1.0303030303030303
Michael Chandler,23,8,0,172.72,70.31,180.34,Orthodox,4.89,46.0,4.58,46.0,2.17,38.0,71.0,0.9,1.0441176470588236
Eric Wisely,26,9,1,172.72,65.77,177.244375,Southpaw,1.42,47.0,2.08,56.0,0.0,0.0,27.0,0.9,1.0261948529411764
Pascal Krauss,11,2,0,185.42,77.11,190.05953757225436,Orthodox,5.45,47.0,3.88,59.0,1.53,50.0,60.0,0.9,1.0250217752791198
Alan Belcher,18,8,0,187.96,83.91,190.5,Orthodox,2.7,41.0,3.1,59.0,0.44,26.0,55.0,0.9,1.0135135135135134
Tyson Griffin,16,8,0,167.64,65.77,172.72,Orthodox,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,1.0303030303030303
Sam Sicilia,15,8,0,172.72,65.77,170.18,Orthodox,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,0.9852941176470589
Ryan Gracie,5,2,0,175.26,90.72,180.1527188940092,Orthodox,0.82,61.0,0.5,40.0,2.83,75.0,25.0,0.9,1.0279169171174782
Damacio Page,19,10,0,167.64,61.23,167.64,Orthodox,2.05,38.0,2.47,51.0,2.63,64.0,23.0,0.9,1.0
Aleksander Emelianenko,23,7,0,198.12,115.67,201.12181818181818,Orthodox,2.75,41.0,1.7,65.0,2.32,72.0,66.0,0.9,1.0151515151515151
Samy Schiavo,10,6,0,172.72,70.31,177.244375,Orthodox,1.68,34.0,2.62,38.0,0.94,50.0,66.0,0.9,1.0261948529411764
Brodie Farber,16,7,0,185.42,77.11,190.05953757225436,Orthodox,1.69,45.0,2.17,53.0,0.9,50.0,20.0,0.9,1.0250217752791198
Pete Sell,10,7,0,180.34,77.11,190.5,Orthodox,2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9,1.056338028169014
Jason Witt,19,9,0,177.8,77.11,177.8,Orthodox,2.15,44.0,2.54,52.0,6.9,48.0,100.0,0.9,1.0
Garett Whiteley,7,3,0,182.88,70.31,182.88,Orthodox,3.72,48.0,4.04,46.0,0.0,0.0,27.0,0.9,1.0
Maciej Jewtuszko,12,3,0,182.88,70.31,187.28926406926408,Southpaw,2.29,45.0,1.39,66.0,0.0,0.0,42.0,0.9,1.0241101491101492
Cyril Asker,9,4,0,182.88,112.04,187.96,Orthodox,3.35,39.0,5.82,35.0,4.41,62.0,100.0,0.9,1.027777777777778
Jumabieke Tuerxun,19,4,1,170.18,61.23,174.71661691542292,Orthodox,1.6,28.0,3.08,59.0,0.47,11.0,66.0,0.9,1.026657755996139
Roosevelt Roberts,12,5,0,187.96,70.31,185.42,Orthodox,3.05,44.0,3.12,52.0,1.39,29.0,52.0,0.9,0.9864864864864864
Maurice Smith,12,14,0,187.96,100.24,192.34385185185187,Orthodox,0.41,46.0,0.47,60.0,0.89,50.0,20.0,0.9,1.0233233233233234
Bryan Baker,18,5,0,190.5,83.91,195.41873015873017,Orthodox,1.78,52.0,2.83,45.0,0.44,50.0,37.0,0.9,1.025820105820106
Glover Teixeira,33,9,0,187.96,92.99,193.04,Orthodox,3.73,49.0,4.43,51.0,2.11,33.0,60.0,0.9,1.027027027027027
Matheus Nicolau,19,4,1,167.64,56.7,167.64,Orthodox,3.66,53.0,3.14,66.0,1.48,45.0,93.0,0.9,1.0
James Krause,28,9,0,187.96,77.11,185.42,Orthodox,4.79,49.0,4.11,61.0,0.96,18.0,59.0,0.9,0.9864864864864864
Roger Narvaez,8,3,0,190.5,83.91,195.41873015873017,Southpaw,2.12,37.0,3.32,64.0,0.0,0.0,50.0,0.9,1.025820105820106
Umar Nurmagomedov,16,0,0,172.72,61.23,175.26,Orthodox,4.85,70.0,0.73,75.0,4.28,45.0,100.0,0.9,1.0147058823529411
Irina Alekseeva,5,2,0,172.72,61.23,170.18,Orthodox,3.84,43.0,3.55,48.0,0.87,20.0,100.0,0.9,0.9852941176470589
Chris Spang,6,3,0,187.96,77.11,192.34385185185187,Orthodox,1.83,36.0,1.95,60.0,0.0,0.0,50.0,0.9,1.0233233233233234
Tony Ferguson,26,9,0,180.34,70.31,193.04,Orthodox,4.98,45.0,4.26,56.0,0.42,35.0,66.0,0.9,1.0704225352112675
Carmelo Marrero,16,6,0,182.88,92.99,185.42,Orthodox,0.84,34.0,2.04,54.0,3.21,36.0,36.0,0.9,1.0138888888888888
Roger Bowling,12,6,0,175.26,70.31,172.72,Orthodox,3.9,47.0,3.86,51.0,3.09,43.0,27.0,0.9,0.9855072463768116
Ildemar Alcantara,21,11,0,187.96,83.91,198.12,Orthodox,1.93,38.0,2.63,50.0,2.0,68.0,81.0,0.9,1.054054054054054
Chase Beebe,24,13,1,170.18,61.23,170.18,Orthodox,2.17,38.0,1.64,69.0,2.49,42.0,41.0,0.9,1.0
Ricardo Lamas,20,8,0,172.72,65.77,180.34,Orthodox,3.13,47.0,2.87,57.0,1.84,33.0,46.0,0.9,1.0441176470588236
Marlon Vera,21,8,1,172.72,61.23,177.8,Switch,4.37,50.0,5.16,51.0,0.58,39.0,70.0,0.9,1.0294117647058825
Alex Karalexis,10,6,0,172.72,70.31,167.64,Orthodox,2.57,42.0,2.39,54.0,2.7,45.0,86.0,0.9,0.9705882352941175
Curt Warburton,13,6,0,182.88,70.31,185.42,Orthodox,2.13,42.0,3.44,43.0,2.35,50.0,83.0,0.9,1.0138888888888888
Matt Frevola,11,4,1,175.26,70.31,180.34,Orthodox,3.71,42.0,3.57,59.0,2.59,40.0,42.0,0.9,1.028985507246377
Blake Bilder,8,1,1,172.72,65.77,172.72,Switch,4.96,50.0,4.54,56.0,0.45,10.0,100.0,0.9,1.0
Tonya Evinger,19,8,0,170.18,61.23,177.8,Orthodox,1.16,42.0,4.02,38.0,0.93,30.0,33.0,0.9,1.0447761194029852
Mike Wilkinson,9,4,0,170.18,65.77,167.64,Orthodox,2.35,38.0,3.7,35.0,0.92,14.0,55.0,0.9,0.9850746268656715
Diego Rivas,10,2,0,172.72,65.77,175.26,Orthodox,1.37,40.0,2.14,52.0,1.79,60.0,64.0,0.9,1.0147058823529411
Mark Hominick,20,12,0,172.72,65.77,172.72,Orthodox,4.08,42.0,4.18,69.0,0.25,66.0,71.0,0.9,1.0
Rick Story,19,9,0,175.26,77.11,180.34,Southpaw,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9,1.028985507246377
Garreth McLellan,13,6,0,185.42,83.91,182.88,Southpaw,3.56,54.0,2.94,45.0,1.15,22.0,34.0,0.9,0.9863013698630138
Dave Jansen,20,4,0,175.26,70.31,185.42,Orthodox,2.94,33.0,3.67,58.0,2.79,28.0,38.0,0.9,1.0579710144927537
Mariya Agapova,10,4,0,167.64,56.7,172.72,Southpaw,4.67,55.0,3.82,52.0,0.59,66.0,47.0,0.9,1.0303030303030303
Alex Huddleston,6,2,0,200.66,115.21,203.708,Orthodox,2.47,42.0,2.59,67.0,0.0,0.0,0.0,0.9,1.0151898734177216
Tim Hague,21,13,0,193.04,117.93,193.04,Orthodox,2.79,47.0,4.14,46.0,1.72,33.0,85.0,0.9,1.0
Masanori Kanehara,26,12,5,170.18,61.23,170.18,Orthodox,1.88,49.0,1.63,62.0,1.44,50.0,63.0,0.9,1.0
Tatiana Suarez,11,0,0,165.1,52.16,167.64,Southpaw,4.27,63.0,1.38,51.0,6.2,61.0,100.0,0.9,1.0153846153846153
Luigi Fioravanti,26,15,0,172.72,77.11,177.8,Orthodox,2.23,42.0,2.21,69.0,3.76,63.0,67.0,0.9,1.0294117647058825
Carlos Newton,16,14,0,175.26,77.11,180.1527188940092,Orthodox,0.65,41.0,1.55,44.0,2.47,70.0,43.0,0.9,1.0279169171174782
Danilo Marques,11,4,0,198.12,92.99,195.58,Orthodox,1.44,79.0,2.52,52.0,3.93,28.0,0.0,0.8,0.9871794871794872
Renzo Gracie,13,7,1,177.8,83.91,182.0296035242291,Orthodox,1.71,41.0,1.67,55.0,1.13,20.0,40.0,0.8,1.0237885462555065
Stephanie Egger,8,4,0,167.64,61.23,172.72,Orthodox,1.93,53.0,2.08,53.0,3.04,40.0,50.0,0.8,1.0303030303030303
Austin Springer,12,4,0,172.72,65.77,180.34,Orthodox,3.54,57.0,3.15,41.0,3.37,40.0,100.0,0.8,1.0441176470588236
Iuri Alcantara,35,10,0,175.26,61.23,180.34,Southpaw,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8,1.028985507246377
Da'Mon Blackshear,14,6,1,177.8,61.23,182.88,Switch,4.28,47.0,4.09,48.0,2.34,37.0,66.0,0.8,1.0285714285714285
Spencer Fisher,24,9,0,170.18,70.31,172.72,Southpaw,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8,1.0149253731343284
Kurt Pellegrino,16,7,0,172.72,70.31,177.8,Orthodox,2.45,43.0,1.94,63.0,2.9,54.0,69.0,0.8,1.0294117647058825
Trey Ogden,16,6,0,180.34,70.31,182.88,Orthodox,3.64,47.0,4.02,58.0,1.29,16.0,100.0,0.8,1.0140845070422535
Anderson Silva,34,11,0,187.96,83.91,195.58,Southpaw,3.05,61.0,2.05,60.0,0.5,77.0,69.0,0.8,1.0405405405405406
Carlston Harris,19,5,0,182.88,77.11,193.04,Orthodox,2.93,49.0,2.44,53.0,2.05,29.0,55.0,0.8,1.0555555555555556
Jorge Santiago,25,12,0,185.42,77.11,190.5,Orthodox,1.69,35.0,2.62,56.0,0.58,30.0,52.0,0.8,1.0273972602739727
Gleison Tibau,33,14,0,177.8,70.31,180.34,Southpaw,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,1.0142857142857142
Josh Shockley,11,4,0,185.42,70.31,190.05953757225436,Orthodox,1.4,33.0,1.75,60.0,0.0,0.0,61.0,0.8,1.0250217752791198
Mark Coleman,16,10,0,185.42,92.99,190.5,Orthodox,1.88,52.0,2.62,40.0,3.89,40.0,50.0,0.8,1.0273972602739727
Sarah Moras,6,8,0,170.18,61.23,170.18,Orthodox,2.28,34.0,3.58,50.0,0.67,21.0,33.0,0.8,1.0
Jimmy Ambriz,17,21,1,187.96,142.88,192.34385185185187,Southpaw,0.83,29.0,3.76,40.0,3.13,57.0,100.0,0.8,1.0233233233233234
Chris Cariaso,17,8,0,160.02,56.7,162.56,Southpaw,3.35,43.0,2.23,61.0,1.11,39.0,57.0,0.8,1.0158730158730158
Rogerio Nogueira,23,10,0,187.96,92.99,190.5,Southpaw,2.43,35.0,2.34,59.0,0.64,44.0,62.0,0.8,1.0135135135135134
